UniqueIndexID	Source	Acceptability	Sentence	Split
115	Graffi_1994	1	Non ce l'ho trovato.	train
116	Graffi_1994	0	Non c'ho trovato.	train
117	Graffi_1994	1	Ho dato alcuni libri ad Edoardo.	train
118	Graffi_1994	1	Gliene ho dati.	train
119	Graffi_1994	1	In quella biblioteca non ho trovato molti libri.	train
120	Graffi_1994	1	Non ho trovato molti libri in quella biblioteca.	train
121	Graffi_1994	0	Non ne ci ho trovati molti.	train
122	Graffi_1994	1	Ho incontrato lei.	train
123	Graffi_1994	1	Ho incontrato loro.	train
124	Graffi_1994	1	Li ho incontrati.	train
125	Graffi_1994	1	Ho incontrato molti amici.	train
126	Graffi_1994	1	L'ho visto.	train
127	Graffi_1994	1	Sono andato a Roma perché volevo parlare con Tommaso, ma non l'ho visto.	train
128	Graffi_1994	0	Beatrice ha parlato di se stesso.	train
129	Graffi_1994	1	Riccardo ha ingannato se stesso.	train
130	Graffi_1994	1	Francesco lo ha ingannato.	train
131	Graffi_1994	1	Edoardo dice che Tommaso lo ha ingannato.	train
132	Graffi_1994	1	Tommaso ha detto che Emma ha fatto questo regalo a lui (e non a Francesco).	train
133	Graffi_1994	1	Lui ha detto che Paola ha fatto questo regalo a Lorenzo (e non ad Alessandro).	train
134	Graffi_1994	1	La sua arringa non ha convinto i giudici.	train
135	Graffi_1994	1	L'avvocato Azzeccagarbugli ce l'ha messa tutta, ma la sua arringa non ha convinto i giudici.	train
136	Graffi_1994	1	I loro argomenti non hanno convinto gli studenti.	train
137	Graffi_1994	1	Gli argomenti di quei professori non hanno convinto i loro studenti.	train
138	Graffi_1994	0	La propria arringa non ha convinto i giudici.	train
139	Graffi_1994	1	Riccardo è partito.	train
140	Graffi_1994	1	Il figlio del mio vicino del terzo piano è partito.	train
141	Graffi_1994	1	È vietato attraversare i binari di corsa.	train
142	Graffi_1994	1	Lorenzo è tornato l'anno scorso nella sua città natale.	train
143	Graffi_1994	1	Nella sua città natale, Riccardo è tornato l'anno scorso.	train
144	Graffi_1994	1	Francesco è tornato nella sua città natale l'anno scorso.	train
145	Graffi_1994	0	Edoardo è tornato nella sua l'anno scorso città natale.	train
146	Graffi_1994	1	Leonardo l'anno scorso è tornato nella sua città natale.	train
147	Graffi_1994	1	Chi è tornato l'anno scorso nella sua città natale?	train
148	Graffi_1994	0	Riccardo è.	train
149	Graffi_1994	1	Leonardo è tornato l'anno scorso nella sua città natale e nel villaggio dove aveva trascorso la sua infanzia.	train
150	Graffi_1994	0	Francesco ha mangiato una mela e nella sua città natale.	train
151	Graffi_1994	1	Gabriele ci è tornato l'anno scorso.	train
152	Graffi_1994	1	Giulia ha salutato il suo ragazzo.	train
153	Graffi_1994	1	Emma lo ha salutato.	train
154	Graffi_1994	1	Riccardo ha dormito dentro il sacco a pelo.	train
155	Graffi_1994	1	Edoardo ha portato dentro il sacco a pelo.	train
156	Graffi_1994	0	Dentro il sacco a pelo, Lorenzo ha portato.	train
157	Graffi_1994	1	Gabriele ha dormito dentro il sacco a pelo e sotto la finestra.	train
158	Graffi_1994	0	Andrea ha portato dentro il sacco a pelo e sotto la finestra.	train
159	Graffi_1994	1	Dentro il sacco a pelo, Riccardo ci ha dormito.	train
160	Graffi_1994	0	Dentro l'armadio, Gabriele ci ha portato.	train
161	Graffi_1994	1	Molto intelligente, Andrea non è.	train
162	Graffi_1994	1	Gabriele non è molto intelligente, credo.	train
163	Graffi_1994	1	Leonardo, credo, non è molto intelligente.	train
164	Graffi_1994	1	Tommaso non è, credo, molto intelligente.	train
165	Graffi_1994	1	Come giudichi Andrea?	train
166	Graffi_1994	1	Leonardo è molto intelligente.	train
167	Graffi_1994	1	Gabriele è abbastanza onesto.	train
168	Graffi_1994	1	Gabriele è molto intelligente e abbastanza onesto.	train
169	Graffi_1994	1	Lorenzo lo ha incontrato.	train
170	Graffi_1994	1	Molte persone hanno chiamato quel numero.	train
171	Graffi_1994	1	Hanno chiamato quel numero molte persone.	train
172	Graffi_1994	0	Hanno molte persone chiamato quel numero.	train
173	Graffi_1994	0	Hanno chiamato, credo, quel numero molte persone.	train
174	Graffi_1994	1	Molte persone hanno chiamato quel numero e hanno riattaccato subito.	train
175	Graffi_1994	1	Molte persone hanno chiamato quel numero oggi e molte altre lo faranno domani.	train
176	Graffi_1994	0	Hanno chiamato quel molte persone numero.	train
177	Graffi_1994	1	Il ragazzo che abita al quarto piano del condominio in fondo alla strada a destra cammina.	train
178	Graffi_1994	1	Leonardo recita a memoria tutta la Divina Commedia.	train
179	Graffi_1994	1	Andrea e il ragazzo che abita al quarto piano del condominio in fondo alla strada a destra camminano.	train
180	Graffi_1994	1	Gabriele ha visto la sua amica con un binocolo.	train
181	Graffi_1994	1	Ho trovato vuota la gabbia.	train
182	Graffi_1994	1	Ho trovato la gabbia vuota.	train
183	Graffi_1994	1	Tommaso ha comprato il giornale?	train
184	Graffi_1994	0	Che cosa Lorenzo ha comprato?	train
185	Graffi_1994	1	Beatrice ha detto che Riccardo crede che Alessandro abbia mentito.	train
186	Graffi_1994	1	Francesco ha comprato il giornale.	train
187	Graffi_1994	1	Andrea non ha comprato il giornale.	train
188	Graffi_1994	1	Gli amici hanno salutato Leonardo.	train
189	Graffi_1994	1	Andrea è stato salutato dagli amici.	train
190	Graffi_1994	1	Francesco ha domandato chi aveva visto Andrea.	train
191	Graffi_1994	1	Gabriele ha domandato chi non aveva visto Leonardo.	train
192	Graffi_1994	1	Questo libro, non lo ho aveva mai letto.	train
193	Graffi_1994	1	A Tommaso, gli ho regalato un portafortuna.	train
194	Graffi_1994	1	Non avevo mai letto questo libro.	train
195	Graffi_1994	1	Ho regalato un portafortuna a Tommaso.	train
196	Graffi_1994	1	Mi hanno detto che Tommaso parlerà domani.	train
197	Graffi_1994	1	Gullit, la folla invocava soltanto lui.	train
198	Graffi_1994	1	Riccardo, gli ho regalato un portafortuna.	train
199	Graffi_1994	1	Questo signore, Dio gli ha toccato il cuore.	train
200	Graffi_1994	1	Edoardo ho visto ieri, non Tommaso.	train
201	Graffi_1994	1	A Francesco ho dato il libro, non a Lorenzo.	train
202	Graffi_1994	0	Tommaso l'ho visto ieri, non Andrea.	train
203	Graffi_1994	0	Gabriele ho dato il libro, non a Riccardo.	train
204	Graffi_1994	1	Lo riferirò ai giudici, quello che ho sentito.	train
205	Graffi_1994	1	Gli risponderò domani, a Riccardo.	train
206	Graffi_1994	1	Riferirò ai giudici quello che ho sentito.	train
207	Graffi_1994	1	Risponderò a Riccardo domani.	train
208	Graffi_1994	1	Machiavelli, ne hai mai sentito parlare?	train
209	Graffi_1994	1	È Lorenzo che parlerà stasera in piazza alla cittadinanza.	train
210	Graffi_1994	1	È in piazza che Francesco parlerà stasera alla cittadinanza.	train
211	Graffi_1994	1	È alla cittadinanza che Tommaso parlerà stasera in piazza.	train
212	Graffi_1994	1	Alessandro ha riconosciuto i suoi errori.	train
213	Graffi_1994	1	Lorenzo non ha riconosciuto i suoi errori.	train
214	Graffi_1994	0	Che cosa ha comprato il giornale Andrea?	train
215	Graffi_1994	0	Gabriele ha comprato.	train
216	Graffi_1994	1	Che cosa hai detto che Tommaso ha comprato?	train
217	Graffi_1994	1	Che cosa hai detto che Tommaso crede che Alessandro ha comprato?	train
218	Graffi_1994	1	Tommaso ha messo i fogli nel cassetto.	train
219	Graffi_1994	1	Su quale cassetto Tommaso ha sparso i fogli?	train
220	Graffi_1994	1	Su quale cassetto hai detto che Tommaso ha sparso i fogli?	train
221	Graffi_1994	1	Su quale pavimento hai detto che Andrea ha sparso i fogli?	train
222	Graffi_1994	1	Su quale pavimento hai detto che Gabriele crede che Francesco ha sparso i fogli?	train
223	Graffi_1994	1	Che figura credi che Edoardo abbia fatto agli esami di maturità?	train
224	Graffi_1994	1	Che attenzione ritieni che l'uditorio abbia prestato a Leonardo?	train
225	Graffi_1994	1	Che partito pensi che Tommaso abbia tratto da quella situazione?	train
226	Graffi_1994	0	Quali pietre desideri che dormano in questa stanza?	train
227	Graffi_1994	1	Quale politico ha parlato?	train
228	Graffi_1994	1	Quale politico ha detto la radio che ha parlato?	train
229	Graffi_1994	0	Quale politico ha detto la radio che hanno parlato?	train
230	Graffi_1994	0	Quale politico ha detto la radio che il giudice ha dichiarato che hanno parlato?	train
231	Graffi_1994	1	Quali politici hanno parlato?	train
232	Graffi_1994	0	Quali politici ha parlato?	train
233	Graffi_1994	1	Quali politici ha detto la radio che hanno parlato?	train
234	Graffi_1994	0	Quali politici ha detto la radio che ha parlato?	train
235	Graffi_1994	1	Riccardo, chi l'ha visto ieri sera?	train
236	Graffi_1994	1	Non so che cosa abbia comprato Tommaso.	train
237	Graffi_1994	1	Non so che cosa Riccardo abbia comprato.	train
238	Graffi_1994	1	Perché Alessandro ha comprato il giornale?	train
239	Graffi_1994	1	So che Lorenzo ha comprato il giornale.	train
240	Graffi_1994	1	È possibile che Andrea parta domani.	train
241	Graffi_1994	1	Leonardo non sa chi partirà domani.	train
242	Graffi_1994	1	Il fatto che i soldati si siano comportati così non ha meravigliato nessuno.	train
243	Graffi_1994	1	L'idea che i soldati potessero comportarsi così non era venuta in mente a nessuno.	train
244	Graffi_1994	1	L'ordine che i soldati si comportassero così non era stato dato da nessuno.	train
245	Graffi_1994	1	Dato che Riccardo è arrivato tardi, abbiamo dovuto cenare in fretta.	train
246	Graffi_1994	1	Abbiamo aspettato l'arrivo di Alessandro per poter cenare tutti insieme.	train
247	Graffi_1994	1	Abbiamo potuto cenare.	train
248	Graffi_1994	1	Abbiamo aspettato l'arrivo di Lorenzo.	train
249	Graffi_1994	1	Abbiamo dovuto cenare in fretta, dato che Edoardo è arrivato tardi.	train
250	Graffi_1994	1	Abbiamo potuto cenare, quando è arrivato Gabriele.	train
251	Graffi_1994	1	Per poter cenare tutti insieme, abbiamo aspettato l'arrivo di Alessandro.	train
252	Graffi_1994	1	La quercia è caduta.	train
253	Graffi_1994	1	La quercia grande è caduta.	train
254	Graffi_1994	1	La quercia che era grande è caduta.	train
255	Graffi_1994	1	La quercia della quale aveva parlato il poeta è caduta.	train
256	Graffi_1994	1	Contesto in pieno quanto ha affermato il testimone.	train
257	Graffi_1994	1	Gli studenti che non si sono iscritti all'appello non possono sostenere l'esame.	train
258	Graffi_1994	1	Andrea, che non si è iscritto all'appello, non può sostenere l'esame.	train
259	Graffi_1994	1	Abbiamo bruciato i libri che erano inutili.	train
260	Graffi_1994	1	Abbiamo bruciato i libri, che erano inutili.	train
261	Graffi_1994	1	L'uomo che parlerà stasera non sa una parola di inglese.	train
262	Graffi_1994	1	Riccardo, il quale è venuto a trovarmi ieri, mi ha detto di salutarti.	train
263	Graffi_1994	1	Lo studente che è venuto a trovarmi ieri mi ha detto di salutarti.	train
264	Graffi_1994	0	Lo studente il quale è venuto a trovarmi ieri mi ha detto di salutarti.	train
265	Graffi_1994	1	Riccardo ha ordinato a Maria di studiare ogni giorno.	train
266	Graffi_1994	1	Lui ha incontrato Beatrice alla stazione.	train
267	Graffi_1994	1	Ha incontrato Maria alla stazione.	train
268	Graffi_1994	0	Francesco ha ordinato a Maria di lei studiare ogni giorno.	train
269	Graffi_1994	1	Non è possibile parlare domani.	train
270	Graffi_1994	1	Tommaso non sa dove trovare Emma.	train
271	Graffi_1994	1	Francesco non sa che cosa fare di questi soldi.	train
272	Graffi_1994	1	Andrea ha parlato della Divina Commedia.	train
273	Graffi_1994	1	Lorenzo ne ha parlato.	train
274	Graffi_1994	1	Alessandro ha assunto la guida del governo.	train
275	Graffi_1994	1	Francesco ne ha assunto la guida.	train
276	Graffi_1994	1	Paola dubita di aver incontrato la persona giusta.	train
277	Graffi_1994	1	Paola ne dubita.	train
278	Graffi_1994	1	Paola si rammarica di aver agito così.	train
279	Graffi_1994	1	Riccardo lo ha promesso a Paola.	train
280	Graffi_1994	1	Gabriele lo ha ordinato a Beatrice.	train
281	Graffi_1994	1	Credo che lui sia uno sciocco.	train
282	Graffi_1994	1	Leonardo ha sentito lei cantare l'Aida.	train
283	Graffi_1994	0	Ho fatto Riccardo parlare.	train
284	Graffi_1994	1	Ho lasciato parlare Edoardo.	train
285	Graffi_1994	0	Ho lasciato Riccardo parlare.	train
286	Graffi_1994	1	Il Gentile […] aveva dichiarato molto significativamente esser la sua filosofia nient'affatto separata dal mondo degli uomini.	train
287	Graffi_1994	1	La commissione ritiene dunque aver il candidato fornito sufficienti prove della sua maturità scientifica.	train
288	Graffi_1994	1	Il candidato ha fornito sufficienti prove della sua maturità scientifica.	train
289	Graffi_1994	0	Ha fornito il candidato sufficienti prove della sua maturità scientifica.	train
290	Graffi_1994	1	Avendo incontrato di nuovo Alice, Riccardo si sentiva molto felice.	train
291	Graffi_1994	1	Hanno eletto Gabriele presidente.	train
292	Graffi_1994	1	Con Riccardo presidente, la situazione economica non potrà che migliorare.	train
293	Graffi_1994	1	Andrea è stato eletto presidente.	train
294	Graffi_1994	1	Cerco una spalla su cui piangere.	train
295	Graffi_1994	1	I personaggi descritti nel romanzo non sono molto fedeli alla realtà.	train
296	Graffi_1994	1	Nel filmato, Alice ha visto se stessa ritirare un premio.	train
297	Graffi_1994	1	Chi prevedi che Riccardo incontrerà a Bruxelles?	train
298	Graffi_1994	1	Prevedi che Edoardo incontrerà chi a Bruxelles?	train
299	Graffi_1994	1	I vandali saccheggiarono Roma.	train
300	Graffi_1994	0	I vandali saccheggiarono.	train
301	Graffi_1994	0	I vandali saccheggiarono Roma ai senatori.	train
302	Graffi_1994	1	Andrea ha domandato che ora era.	train
303	Graffi_1994	1	Riccardo ha domandato l'ora.	train
304	Graffi_1994	1	Francesco ha convinto suo figlio che è utile studiare il latino.	train
305	Graffi_1994	1	Edoardo ha convinto suo figlio dell'utilità di studiare il latino.	train
306	Graffi_1994	0	Leonardo ha convinto suo figlio l'utilità studiare il latino.	train
307	Graffi_1994	1	Roma fu saccheggiata dai Vandali.	train
308	Graffi_1994	1	Roma fu saccheggiata.	train
309	Graffi_1994	1	Il suo timore della guerra è ingiustificato.	train
310	Graffi_1994	1	La guerra è molto temuta da Edoardo.	train
311	Graffi_1994	1	La guerra è molto temuta.	train
312	Graffi_1994	1	Alessandro ha perso la testa.	train
313	Graffi_1994	1	Gabriele ha tirato le cuoia.	train
314	Graffi_1994	1	Francesco ha tirato il cordoncino del campanello.	train
315	Graffi_1994	0	I vandali saccheggiarono di Roma.	train
316	Graffi_1994	1	Alessandro ha affermato che la situazione è grave.	train
317	Graffi_1994	1	L'affermazione di Lorenzo che la situazione è grave.	train
318	Graffi_1994	0	L'affermazione di Francesco che di la situazione è grave.	train
319	Graffi_1994	0	Tommaso è bramoso potere.	train
320	Graffi_1994	1	Edoardo non si era accorto che Francesco era entrato.	train
321	Graffi_1994	1	Tommaso non si era accorto dell'entrata di Leonardo.	train
322	Graffi_1994	0	Riccardo non si era accorto l'entrata di Edoardo.	train
323	Graffi_1994	0	Alessandro si è accorto Lorenzo.	train
324	Graffi_1994	1	Francesco sembra amare Maria.	train
325	Graffi_1994	0	Sembra Francesco amare Emma.	train
326	Graffi_1994	1	Riccardo ha scommesso sulla barca di Tommaso.	train
327	Graffi_1994	1	Sulla barca di Leonardo, Alessandro ha scommesso.	train
328	Graffi_1994	0	Sembra di Lorenzo amare Sofia.	train
329	Graffi_1994	1	Riccardo domanda l'ora a Leonardo.	train
330	Graffi_1994	1	Tommaso domanda che ora è a Leonardo.	train
331	Graffi_1994	1	Penso che Edoardo domandi che ora è a Tommaso.	train
332	Graffi_1994	1	Se sapesse che ha l'orologio, Riccardo domanderebbe l'ora a Gabriele.	train
333	Graffi_1994	1	Se sapesse che ha l'orologio, Tommaso domanderebbe che ora è ad Alessandro.	train
334	Graffi_1994	1	Gabriele ha detto di domandare l'ora ad Andrea.	train
335	Graffi_1994	1	Andrea ha detto di domandare che ora è a Riccardo.	train
336	Graffi_1994	1	Sembra che Francesco parta.	train
337	Graffi_1994	1	Sembra che Gabriele arrivi.	train
338	Graffi_1994	1	Sembra che Edoardo parli.	train
339	Graffi_1994	1	Sembra che Tommaso discuterà la sua tesi di laurea.	train
340	Graffi_1994	1	Sembra che Andrea si sposi.	train
341	Graffi_1994	1	Edoardo ha affermato che Riccardo parte.	train
342	Graffi_1994	1	Leonardo ha affermato che Riccardo arriva.	train
343	Graffi_1994	1	Tommaso ha affermato che Lorenzo discute la sua tesi di laurea.	train
344	Graffi_1994	1	Alessandro ha affermato che Francesco si sposa.	train
345	Graffi_1994	1	Gli ho detto dove andare.	train
346	Graffi_1994	0	Gli ho detto dove di andare.	train
347	Graffi_1994	1	Francesco ha promesso che se ne andrà.	train
348	Graffi_1994	1	Riccardo ha promesso di andarsene.	train
349	Graffi_1994	1	Tommaso ha domandato chi partirà domani.	train
350	Graffi_1994	0	Francesco ha domandato che partirà domani.	train
351	Graffi_1994	1	Non so quando Gabriele potrà partire.	train
352	Graffi_1994	0	Non so quando che Edoardo potrà partire.	train
353	Graffi_1994	1	Andrea ha detto che Gabriele ha comprato il giornale.	train
354	Graffi_1994	1	Ti ho detto che le mani me le sono già lavate.	train
355	Graffi_1994	0	Avendo me sempre sostenuto una posizione diversa, dovrò votare contro questa proposta.	train
356	Graffi_1994	1	Partito io, avrete più spazio a disposizione.	train
357	Graffi_1994	1	Leonardo sembra aver dato un libro a Paola.	train
358	Graffi_1994	1	Ha danneggiato se stesso.	train
359	Graffi_1994	1	Ha danneggiato lui.	train
360	Graffi_1994	1	Lorenzo ha detto che lui parlerà, mentre gli altri non avranno il coraggio.	train
361	Graffi_1994	1	Lui ha danneggiato se stesso, nessun altro è responsabile.	train
362	Graffi_1994	1	Alessandro ha ordinato ad Edoardo di difendersi.	train
363	Graffi_1994	1	Hanno eletto Alessandro presidente del Consiglio.	train
364	Graffi_1994	1	Considero Alessandro molto intelligente.	train
365	Graffi_1994	1	Ho visto Leonardo uscire dal cinema.	train
366	Graffi_1994	1	Gabriele ha salutato Giulia.	train
367	Graffi_1994	1	Alice è stata salutata da Gabriele.	train
368	Graffi_1994	1	Maria è amata da Riccardo.	train
369	Graffi_1994	1	Giulia è amata.	train
370	Graffi_1994	1	È stata salutata Alice.	train
371	Graffi_1994	0	Maria è stata salutata Alice.	train
372	Graffi_1994	1	È stato scoperto un delitto.	train
373	Graffi_1994	1	Il fatto che sia stato scoperto un delitto ci ha sconvolti.	train
374	Graffi_1994	1	Lo hanno scoperto.	train
375	Graffi_1994	0	Lo è stato scoperto.	train
376	Graffi_1994	1	Esaminano molti studenti.	train
377	Graffi_1994	1	Ne esaminano molti.	train
378	Graffi_1994	1	Sono esaminati molti studenti.	train
379	Graffi_1994	1	Ne sono esaminati molti.	train
380	Graffi_1994	1	Arrivano molti studenti.	train
381	Graffi_1994	1	Ne arrivano molti.	train
382	Graffi_1994	1	Dormono molti studenti.	train
383	Graffi_1994	0	Ne dormono molti.	train
384	Graffi_1994	1	Maria mi è sembrata parlare a vanvera.	train
385	Graffi_1994	1	Maria è arrivata.	train
386	Graffi_1994	1	Hanno parlato molti ragazzi.	train
387	Graffi_1994	1	Chi ha dato un libro a Riccardo?	train
388	Graffi_1994	1	Che cosa ha dato a Lorenzo, Tommaso?	train
389	Graffi_1994	1	A chi ha dato un libro, Francesco?	train
390	Graffi_1994	1	In quale città hai fatto un comizio?	train
391	Graffi_1994	1	Dove hai fatto un comizio?	train
392	Graffi_1994	1	Quando partirai?	train
393	Graffi_1994	1	Perché partirai?	train
394	Graffi_1994	1	Quanto alto è diventato tuo figlio?	train
395	Graffi_1994	1	Quanto importante giudichi questa proposta?	train
396	Graffi_1994	1	Chi ha incontrato?	train
397	Graffi_1994	1	Quale persona hai incontrato?	train
398	Graffi_1994	1	Chi hai incontrato?	train
399	Graffi_1994	1	Chi hai detto che hai incontrato?	train
400	Graffi_1994	1	Chi hai detto che credi che Tommaso abbia incontrato?	train
401	Graffi_1994	1	Chi hai detto che credi che Paola pensi che Riccardo abbia incontrato?	train
402	Graffi_1994	1	Quando non sai che cosa Alice leggerà?	train
403	Graffi_1994	1	Non sai che cosa Maria leggerà domani sera.	train
404	Graffi_1994	1	Ho incontrato la persona che conosceva questi segreti.	train
405	Graffi_1994	1	Ho fatto l'affermazione che Edoardo conosceva questi segreti.	train
406	Graffi_1994	0	Quali segreti hai incontrato la persona che conosceva?	train
407	Graffi_1994	0	Quali segreti hai fatto l'affermazione che Tommaso conosceva?	train
408	Graffi_1994	1	Quali segreti hai affermato che Riccardo conosceva?	train
409	Graffi_1994	1	La persona a cui ho parlato è il mio miglior amico.	train
410	Graffi_1994	1	La persona alla quale ho parlato è il mio miglior amico.	train
411	Graffi_1994	0	La persona a che ho parlato è il mio miglior amico.	train
